nrg_prc,nrg_cons,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
NETC,MWH2000-19999,NAT,EE	0.0238 	0.0265 	0.0288 	0.0294 	0.0303 	0.0317 	0.0369 	0.0265 	0.3700 	0.3100 	0.2800 	0.2650 
NETC,MWH2000-19999,NAT,EL	0.0085 	0.0200 	0.0091 	0.0091 	0.0095 	0.0099 	0.0114 	0.0116 	0.0142 	0.0113 	: 	: 
NETC,MWH2000-19999,NAT,ES	0.0120 d	0.0125 d	0.0143 	0.0138 	0.0143 	0.0129 	0.0191 	0.0178 	0.0171 	0.0178 	0.0169 	: 
NETC,MWH2000-19999,NAT,FI	0.0201 	0.0192 	0.0180 	0.0158 	0.0162 	0.0163 	0.0163 	0.0162 	0.0159 	0.0150 	0.0140 	0.0134 
NETC,MWH2000-19999,NAT,FR	0.0182 	0.0205 	0.0162 	0.0161 	0.0162 	0.0151 	0.0144 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,NAT,GE	0.0340 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,NAT,HR	0.2144 	0.2145 	0.2127 	0.2179 	0.2111 	0.2194 	0.2251 	0.1970 	0.1980 	0.1900 	0.2300 	0.1500 
NETC,MWH2000-19999,NAT,HU	6.3067 	6.5012 	6.7122 	7.1044 	7.3513 	7.6124 	6.7996 	: 	5.7500 	6.2616 	5.3823 	4.6699 
NETC,MWH2000-19999,NAT,IE	0.0223 	0.0207 	0.0214 	0.0180 	0.0212 	0.0260 	0.0253 	0.0099 	0.0189 	0.0229 	0.0273 	: 
NETC,MWH2000-19999,NAT,IS	2.5637 	: 	2.5367 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,NAT,IT	0.0138 d	0.0138 d	0.0142 d	0.0158 	0.0154 	0.0138 	0.0147 	0.0156 	0.0164 	0.0168 	0.0148 	: 
NETC,MWH2000-19999,NAT,LT	0.0226 	0.0228 	0.0242 	0.0222 	0.1238 	0.1077 	0.2016 	0.1832 	0.1664 	0.1007 	0.1148 	0.1094 
NETC,MWH2000-19999,NAT,LU	0.0250 	0.0222 	0.0167 	0.0128 	0.0128 	0.0135 	0.0138 	0.0132 	0.0140 	0.0146 	: 	: 
NETC,MWH2000-19999,NAT,LV	0.0272 	0.0367 	0.0373 	0.0328 	0.0318 	0.0231 	0.0233 	0.0231 	0.0192 	0.0180 	0.0122 	0.0120 
NETC,MWH2000-19999,NAT,MD	0.6098 	0.4256 	0.4880 	0.4500 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,NAT,ME	0.0174 	: 	0.0260 	0.0227 	0.0231 	0.0245 	0.0217 	0.0156 	: 	: 	: 	: 
NETC,MWH2000-19999,NAT,MK	0.5146 	0.5278 	0.7986 	0.2613 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,NAT,MT	0.0240 	0.0250 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0094 
NETC,MWH2000-19999,NAT,NL	0.0180 	0.0197 	0.0174 	0.0171 	0.0190 	0.0191 	0.0171 	0.0158 	0.0149 	0.0149 	0.0125 	0.0144 
NETC,MWH2000-19999,NAT,NO	0.1480 	0.1474 	0.1557 	0.1507 	0.1480 	0.1476 	0.1474 	0.1480 	0.1474 	0.1341 	0.1247 	0.1247 
NETC,MWH2000-19999,NAT,PL	0.0735 	0.0794 	0.0913 	0.0929 	0.0893 	0.0834 	0.0859 	0.0782 	0.0840 	0.0823 	0.0823 	0.1198 
NETC,MWH2000-19999,NAT,PT	0.0249 	0.0274 	0.0320 	0.0330 	0.0328 	0.0353 	0.0273 	0.0278 	0.0172 	0.0169 	0.0151 	0.0012 
NETC,MWH2000-19999,NAT,RO	0.0981 	0.1015 	0.1095 	0.1189 	0.1225 	0.1096 	0.0927 	0.0895 	0.0960 	0.0919 	0.0979 	0.0717 
NETC,MWH2000-19999,NAT,RS	1.6253 	1.8252 	1.5784 	1.6596 	1.8167 	1.5732 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,NAT,SE	0.1701 	0.1942 	0.1829 	0.1669 	0.1594 	0.1651 	0.1603 	0.1584 	0.1480 	0.1410 	0.1310 	0.1204 
NETC,MWH2000-19999,NAT,SI	0.0152 	0.0149 	0.0150 	0.0148 	0.0156 	0.0159 	0.0165 	0.0154 	0.0147 	0.0122 	0.0169 	: 
NETC,MWH2000-19999,NAT,SK	0.0292 	0.0318 	0.0585 	0.0541 	0.0549 	0.0576 	0.0540 	0.0578 	0.0464 	0.0457 	1.3300 	1.2500 
NETC,MWH2000-19999,NAT,TR	0.0531 	0.0255 	0.0403 	0.0327 	0.0406 	0.0350 	0.0307 	0.0381 	0.0172 	0.0138 	0.0154 	: 
NETC,MWH2000-19999,NAT,UK	0.0236 	0.0254 	0.0183 	0.0193 	0.0275 	0.0260 	0.0201 	0.0185 	0.0166 	0.0177 	0.0183 	0.0224 
NETC,MWH2000-19999,NAT,XK	0.0175 	0.0179 	0.0079 	0.0090 	0.0071 	0.0031 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,PPS,AT	0.0218 	0.0208 	0.0192 	0.0171 	0.0168 	0.0179 	0.0171 	0.0168 	0.0170 	0.0176 	0.0105 	: 
NETC,MWH2000-19999,PPS,BA	0.0356 	0.0334 	0.0369 	0.0393 	: 	0.0406 	0.0414 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,PPS,BE	0.0213 	0.0168 	0.0310 	0.0293 	0.0211 	0.0221 	0.0199 	0.0227 	0.0165 	0.0157 	0.0147 	0.0164 
NETC,MWH2000-19999,PPS,BG	0.0284 	0.0260 	0.0271 	0.0176 	0.0154 	0.0252 	0.0325 	0.0211 	0.0210 	0.0217 	0.0335 	0.0343 
NETC,MWH2000-19999,PPS,CY	0.0231 	0.0221 d	0.0262 	0.0255 	0.0270 	0.0263 	0.0254 	0.0238 	0.0240 	: 	: 	: 
NETC,MWH2000-19999,PPS,CZ	0.0290 	0.0290 	0.0475 	0.0557 	0.0542 	0.0651 	0.0534 	0.0496 	0.0371 	0.0363 	0.0345 	0.0355 
NETC,MWH2000-19999,PPS,DE	0.0273 	0.0306 	0.0269 	0.0234 	0.0217 	0.0212 	0.0191 	0.0195 	0.0181 	0.0177 	0.0171 	0.0198 
NETC,MWH2000-19999,PPS,DK	0.0163 	0.0196 	0.0189 	0.0172 	0.0174 	0.0181 	0.0176 	0.0172 	0.0156 	0.0161 	0.0130 	0.0256 
NETC,MWH2000-19999,PPS,EE	0.0314 	0.0362 	0.0404 	0.0405 	0.0406 	0.0435 	0.0426 	0.0381 	0.0349 	0.0283 	0.0252 	0.0249 
NETC,MWH2000-19999,PPS,EL	0.0103 	0.0244 	0.0109 	0.0114 	0.0115 	0.0116 	0.0127 	0.0125 	0.0154 	0.0122 	: 	: 
NETC,MWH2000-19999,PPS,ES	0.0133 d	0.0139 d	0.0160 	0.0154 	0.0160 	0.0143 	0.0211 	0.0191 	0.0182 	0.0189 	0.0183 	: 
NETC,MWH2000-19999,PPS,FI	0.0162 	0.0154 	0.0149 	0.0127 	0.0130 	0.0132 	0.0135 	0.0135 	0.0133 	0.0125 	0.0119 	0.0116 
NETC,MWH2000-19999,PPS,FR	0.0166 	0.0187 	0.0147 	0.0150 	0.0148 	0.0136 	0.0128 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,PPS,HR	0.0447 	0.0447 	0.0449 	0.0453 	0.0436 	0.0456 	0.0467 	0.0394 	0.0386 	0.0371 	0.0469 	0.0317 
NETC,MWH2000-19999,PPS,HU	0.0330 	0.0354 	0.0383 	0.0406 	0.0421 	0.0445 	0.0404 	: 	0.0350 	0.0375 	0.0325 	0.0289 
NETC,MWH2000-19999,PPS,IE	0.0199 	0.0185 	0.0199 	0.0162 	0.0190 	0.0236 	0.0231 	0.0090 	0.0171 	0.0193 	0.0224 	: 
NETC,MWH2000-19999,PPS,IS	0.0131 	: 	0.0135 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,PPS,IT	0.0140 d	0.0141 d	0.0145 d	0.0157 	0.0153 	0.0137 	0.0146 	0.0153 	0.0160 	0.0162 	0.0147 	: 
NETC,MWH2000-19999,PPS,LT	0.0356 	0.0372 	0.0406 	0.0368 	0.0585 	0.0509 	0.0969 	0.0879 	0.0815 	0.0471 	0.0528 	0.0551 
NETC,MWH2000-19999,PPS,LU	0.0204 	0.0184 	0.0141 	0.0107 	0.0107 	0.0111 	0.0117 	0.0111 	0.0116 	0.0121 	: 	: 
NETC,MWH2000-19999,PPS,LV	0.0395 	0.0532 	0.0563 	0.0486 	0.0464 	0.0475 	0.0485 	0.0489 	0.0415 	0.0374 	0.0242 	0.0257 
NETC,MWH2000-19999,PPS,ME	0.0349 	: 	0.0539 	0.0470 	0.0450 	0.0488 	0.0442 	0.0318 	: 	: 	: 	: 
NETC,MWH2000-19999,PPS,MK	0.0190 	0.0199 	0.0311 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,PPS,MT	0.0284 	0.0301 	0.0274 	0.0274 	0.0274 	0.0282 	0.0287 	0.0291 	0.0301 	0.0302 	0.0307 	0.0313 
NETC,MWH2000-19999,PPS,NL	0.0161 	0.0176 	0.0161 	0.0158 	0.0174 	0.0175 	0.0156 	0.0144 	0.0134 	0.0133 	0.0116 	0.0136 
NETC,MWH2000-19999,PPS,NO	0.0106 	0.0107 	0.0120 	0.0120 	0.0118 	0.0121 	0.0126 	0.0124 	0.0125 	0.0113 	0.0111 	0.0115 
NETC,MWH2000-19999,PPS,PL	0.0297 	0.0321 	0.0386 	0.0386 	0.0369 	0.0346 	0.0356 	0.0323 	0.0352 	0.0332 	0.0346 	0.0527 
NETC,MWH2000-19999,PPS,PT	0.0306 	0.0344 	0.0409 	0.0424 	0.0422 	0.0453 	0.0343 	0.0339 	0.0208 	0.0201 	0.0182 	0.0015 
NETC,MWH2000-19999,PPS,RO	0.0421 	0.0435 	0.0502 	0.0540 	0.0536 	0.0497 	0.0436 	0.0424 	0.0460 	0.0436 	0.0479 	0.0385 
NETC,MWH2000-19999,PPS,RS	0.0281 	0.0323 	0.0292 	0.0309 	0.0319 	0.0286 	: 	: 	: 	: 	: 	: 
NETC,MWH2000-19999,PPS,SE	0.0136 	0.0157 	0.0153 	0.0139 	0.0135 	0.0142 	0.0138 	0.0135 	0.0126 	0.0119 	0.0117 	0.0110 
NETC,MWH2000-19999,PPS,SI	0.0184 	0.0180 	0.0191 	0.0185 	0.0195 	0.0197 	0.0204 	0.0184 	0.0175 	0.0142 	0.0208 	: 
NETC,MWH2000-19999,PPS,SK	0.0430 	0.0468 	0.0900 	0.0833 	0.0824 	0.0848 	0.0791 	0.0841 	0.0694 	0.0673 	0.0622 	0.0551 
NETC,MWH2000-19999,PPS,TR	0.0266 	0.0144 	0.0242 	0.0209 	0.0256 	0.0238 	0.0222 	0.0290 	0.0140 	0.0114 	0.0135 	: 
NETC,MWH2000-19999,PPS,UK	0.0241 	0.0266 	0.0198 	0.0209 	0.0293 	0.0281 	0.0220 	0.0200 	0.0183 	0.0203 	0.0220 	0.0282 
NETC,MWH20000-69999,EUR,AT	0.0183 	0.0166 	0.0140 	0.0127 	0.0123 	0.0134 	0.0132 	0.0128 	0.0131 	0.0137 	0.0115 	: 
NETC,MWH20000-69999,EUR,BA	0.0151 	0.0087 	0.0135 	0.0137 	: 	0.0104 	0.0107 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,EUR,BE	0.0124 	0.0095 	0.0203 	0.0191 	0.0142 	0.0147 	0.0102 	0.0168 	0.0103 	0.0097 	0.0111 	0.0112 
NETC,MWH20000-69999,EUR,BG	0.0077 	0.0079 	0.0073 	0.0058 	0.0051 	0.0082 	0.0112 	0.0079 	0.0078 	0.0082 	0.0118 	0.0079 
NETC,MWH20000-69999,EUR,CY	0.0203 	0.0195 d	0.0228 	0.0230 	0.0230 	0.0227 	0.0227 	0.0219 	0.0160 	: 	: 	: 
NETC,MWH20000-69999,EUR,CZ	0.0171 	0.0208 	0.0307 	0.0364 	0.0363 	0.0433 	0.0376 	0.0340 	0.0178 	0.0221 	0.0198 	0.0161 
NETC,MWH20000-69999,EUR,DE	0.0184 	0.0229 	0.0221 	0.0205 	0.0168 	0.0165 	0.0170 	0.0159 	0.0145 	0.0144 	0.0141 	0.0170 
NETC,MWH20000-69999,EUR,DK	0.0130 	0.0151 	0.0162 	0.0138 	0.0149 	0.0154 	0.0157 	0.0155 	0.0147 	0.0162 	0.0129 	0.0296 
NETC,MWH20000-69999,EUR,EA	0.0133 	0.0148 	0.0154 	0.0148 	0.0139 	0.0137 	0.0144 	0.0144 	0.0133 	0.0131 	0.0129 	0.0143 
NETC,MWH20000-69999,EUR,EE	0.0187 	0.0204 	0.0217 	0.0208 	0.0226 	0.0233 	0.0364 	0.0231 	0.0166 	0.0115 	0.0128 	0.0113 
NETC,MWH20000-69999,EUR,EL	0.0059 	0.0190 	0.0063 	0.0072 	0.0068 	0.0077 	0.0092 	0.0082 	0.0109 	0.0088 	: 	: 
NETC,MWH20000-69999,EUR,ES	0.0050 d	0.0052 d	0.0061 	0.0054 	0.0053 	0.0045 	0.0125 	0.0155 	0.0145 	0.0157 	0.0149 	: 
NETC,MWH20000-69999,EUR,EU28	0.0144 	0.0163 	0.0163 	0.0165 	0.0165 	0.0161 	0.0157 	0.0150 	0.0142 	0.0142 	0.0147 	0.0176 
NETC,MWH20000-69999,EUR,FI	0.0089 	0.0073 	0.0064 	0.0059 	0.0059 	0.0059 	0.0058 	0.0052 	0.0050 	0.0045 	0.0056 	0.0041 
NETC,MWH20000-69999,EUR,FR	0.0141 	0.0144 	0.0148 	0.0147 	0.0150 	0.0147 	0.0143 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,EUR,GE	0.0105 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,EUR,HR	0.0205 	0.0205 	0.0206 	0.0199 	0.0178 	0.0154 	0.0159 	0.0148 	0.0182 	0.0123 	0.0125 	0.0137 
NETC,MWH20000-69999,EUR,HU	0.0141 	0.0182 	0.0199 	0.0219 	0.0230 	0.0253 	0.0236 	: 	0.0155 	0.0172 	0.0154 	0.0185 
NETC,MWH20000-69999,EUR,IE	0.0176 	0.0157 	0.0199 	0.0168 	0.0133 	0.0160 	0.0142 	0.0102 	0.0124 	0.0109 	: 	: 
NETC,MWH20000-69999,EUR,IT	0.0088 d	0.0083 d	0.0094 d	0.0104 	0.0106 	0.0096 	0.0098 	0.0116 	0.0116 	0.0111 	0.0108 	: 
NETC,MWH20000-69999,EUR,LT	0.0172 	0.0172 	0.0185 	0.0167 	0.0313 	: 	0.0671 	: 	0.0359 	0.0246 	0.0292 	0.0237 
NETC,MWH20000-69999,EUR,LU	0.0064 	0.0046 	0.0097 	0.0091 	0.0083 	0.0085 	0.0077 	0.0077 	0.0100 	0.0058 	: 	: 
NETC,MWH20000-69999,EUR,LV	0.0163 	0.0328 	0.0327 	0.0262 	0.0280 	0.0320 	0.0284 	0.0332 	0.0231 	0.0217 	0.0147 	0.0124 
NETC,MWH20000-69999,EUR,ME	0.0089 	: 	0.0133 	0.0121 	0.0129 	0.0200 	0.0184 	: c	: 	: 	: 	: 
NETC,MWH20000-69999,EUR,MK	0.0078 	0.0091 	0.0117 	0.0042 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,EUR,MT	0.0240 	0.0250 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0219 
NETC,MWH20000-69999,EUR,NL	0.0122 	0.0128 	0.0159 	0.0155 	0.0174 	0.0194 	0.0134 	0.0126 	0.0117 	0.0122 	0.0116 	0.0118 
NETC,MWH20000-69999,EUR,NO	0.0065 	0.0065 	0.0071 	0.0069 	0.0074 	0.0077 	0.0084 	0.0080 	0.0077 	0.0066 	0.0062 	0.0066 
NETC,MWH20000-69999,EUR,PL	0.0145 	0.0151 	0.0159 	0.0175 	0.0173 	0.0159 	0.0174 	0.0152 	0.0178 	0.0172 	0.0213 	0.0171 
NETC,MWH20000-69999,EUR,PT	0.0164 	0.0167 	0.0199 	0.0169 	0.0215 	0.0225 	0.0204 	0.0162 	0.0115 	0.0121 	0.0096 	0.0028 
NETC,MWH20000-69999,EUR,RO	0.0169 	0.0174 	0.0177 	0.0218 	0.0207 	0.0202 	0.0178 	0.0173 	0.0200 	0.0180 	0.0242 	0.0141 
NETC,MWH20000-69999,EUR,RS	0.0115 	0.0103 	0.0123 	0.0131 	0.0112 	0.0152 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,EUR,SE	0.0078 	0.0118 	0.0131 	0.0106 	0.0106 	0.0112 	0.0128 	0.0104 	0.0101 	0.0085 	0.0081 	0.0086 
NETC,MWH20000-69999,EUR,SI	0.0100 	0.0102 	0.0104 	0.0095 	0.0107 	0.0109 	0.0117 	0.0113 	0.0101 	0.0088 	0.0098 	: 
NETC,MWH20000-69999,EUR,SK	0.0219 	0.0253 	0.0512 	0.0488 	0.0464 	0.0496 	0.0499 	0.0472 	0.0395 	0.0348 	0.0307 	0.0319 
NETC,MWH20000-69999,EUR,TR	0.0042 	0.0027 	0.0087 	0.0036 	0.0093 	0.0082 	0.0058 	0.0107 	0.0036 	0.0021 	0.0035 	: 
NETC,MWH20000-69999,EUR,UK	0.0246 	0.0288 	0.0212 	0.0268 	0.0334 	0.0287 	0.0205 	0.0167 	0.0177 	0.0194 	0.0219 	0.0321 
NETC,MWH20000-69999,EUR,XK	: c	: c	0.0073 	0.0092 	0.0083 	0.0015 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,NAT,AT	0.0183 	0.0166 	0.0140 	0.0127 	0.0123 	0.0134 	0.0132 	0.0128 	0.0131 	0.0137 	0.0115 	: 
NETC,MWH20000-69999,NAT,BA	0.0295 	0.0171 	0.0264 	0.0267 	: 	0.0203 	0.0209 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,NAT,BE	0.0124 	0.0095 	0.0203 	0.0191 	0.0142 	0.0147 	0.0102 	0.0168 	0.0103 	0.0097 	0.0111 	0.0112 
NETC,MWH20000-69999,NAT,BG	0.0151 	0.0154 	0.0142 	0.0113 	0.0100 	0.0160 	0.0219 	0.0155 	0.0153 	0.0160 	0.0230 	0.0154 
NETC,MWH20000-69999,NAT,CY	0.0203 	0.0195 d	0.0228 	0.0230 	0.0230 	0.0227 	0.0227 	0.0219 	0.0160 	: 	: 	: 
NETC,MWH20000-69999,NAT,CZ	0.4404 	0.5390 	0.8308 	0.9840 	1.0027 	1.1368 	0.9447 	0.8449 	0.4420 	0.5700 	0.4900 	0.4400 
NETC,MWH20000-69999,NAT,DE	0.0184 	0.0229 	0.0221 	0.0205 	0.0168 	0.0165 	0.0170 	0.0159 	0.0145 	0.0144 	0.0141 	0.0170 
NETC,MWH20000-69999,NAT,DK	0.0971 	0.1126 	0.1204 	0.1028 	0.1109 	0.1150 	0.1173 	0.1155 	0.1092 	0.1203 	0.0959 	0.2207 
NETC,MWH20000-69999,NAT,EE	0.0187 	0.0204 	0.0217 	0.0208 	0.0226 	0.0233 	0.0364 	0.0231 	0.2600 	0.1800 	0.2000 	0.1770 
NETC,MWH20000-69999,NAT,EL	0.0059 	0.0190 	0.0063 	0.0072 	0.0068 	0.0077 	0.0092 	0.0082 	0.0109 	0.0088 	: 	: 
NETC,MWH20000-69999,NAT,ES	0.0050 d	0.0052 d	0.0061 	0.0054 	0.0053 	0.0045 	0.0125 	0.0155 	0.0145 	0.0157 	0.0149 	: 
NETC,MWH20000-69999,NAT,FI	0.0089 	0.0073 	0.0064 	0.0059 	0.0059 	0.0059 	0.0058 	0.0052 	0.0050 	0.0045 	0.0056 	0.0041 
NETC,MWH20000-69999,NAT,FR	0.0141 	0.0144 	0.0148 	0.0147 	0.0150 	0.0147 	0.0143 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,NAT,GE	0.0316 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,NAT,HR	0.1521 	0.1534 	0.1545 	0.1510 	0.1363 	0.1170 	0.1196 	0.1110 	0.1330 	0.0900 	0.0900 	0.1000 
NETC,MWH20000-69999,NAT,HU	4.5485 	5.6189 	6.1646 	6.8322 	7.1394 	7.5386 	6.6952 	: 	4.3300 	4.6546 	3.8548 	4.6569 
NETC,MWH20000-69999,NAT,IE	0.0176 	0.0157 	0.0199 	0.0168 	0.0133 	0.0160 	0.0142 	0.0102 	0.0124 	0.0109 	: 	: 
NETC,MWH20000-69999,NAT,IT	0.0088 d	0.0083 d	0.0094 d	0.0104 	0.0106 	0.0096 	0.0098 	0.0116 	0.0116 	0.0111 	0.0108 	: 
NETC,MWH20000-69999,NAT,LT	0.0172 	0.0172 	0.0185 	0.0167 	0.1082 	: 	0.2317 	: 	0.1240 	0.0851 	0.1008 	0.0820 
NETC,MWH20000-69999,NAT,LU	0.0064 	0.0046 	0.0097 	0.0091 	0.0083 	0.0085 	0.0077 	0.0077 	0.0100 	0.0058 	: 	: 
NETC,MWH20000-69999,NAT,LV	0.0163 	0.0328 	0.0327 	0.0262 	0.0280 	0.0225 	0.0198 	0.0234 	0.0164 	0.0153 	0.0104 	0.0087 
NETC,MWH20000-69999,NAT,ME	0.0089 	: 	0.0133 	0.0121 	0.0129 	0.0200 	0.0184 	: c	: 	: 	: 	: 
NETC,MWH20000-69999,NAT,MK	0.4821 	0.5585 	0.7174 	0.2613 	: 	: 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,NAT,MT	0.0240 	0.0250 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0094 
NETC,MWH20000-69999,NAT,NL	0.0122 	0.0128 	0.0159 	0.0155 	0.0174 	0.0194 	0.0134 	0.0126 	0.0117 	0.0122 	0.0116 	0.0118 
NETC,MWH20000-69999,NAT,NO	0.0622 	0.0620 	0.0655 	0.0634 	0.0622 	0.0621 	0.0620 	0.0622 	0.0620 	0.0564 	0.0524 	0.0524 
NETC,MWH20000-69999,NAT,PL	0.0623 	0.0639 	0.0693 	0.0740 	0.0727 	0.0669 	0.0716 	0.0650 	0.0710 	0.0720 	0.0753 	0.0635 
NETC,MWH20000-69999,NAT,PT	0.0164 	0.0167 	0.0199 	0.0169 	0.0215 	0.0225 	0.0204 	0.0162 	0.0115 	0.0121 	0.0096 	0.0028 
NETC,MWH20000-69999,NAT,RO	0.0788 	0.0801 	0.0793 	0.0968 	0.0918 	0.0896 	0.0807 	0.0742 	0.0856 	0.0764 	0.0896 	0.0471 
NETC,MWH20000-69999,NAT,RS	1.3545 	1.2339 	1.5175 	1.5816 	1.3321 	1.7324 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,NAT,SE	0.0808 	0.1139 	0.1263 	0.0990 	0.0978 	0.0980 	0.1088 	0.0945 	0.0940 	0.0880 	0.0800 	0.0796 
NETC,MWH20000-69999,NAT,SI	0.0100 	0.0102 	0.0104 	0.0095 	0.0107 	0.0109 	0.0117 	0.0113 	0.0101 	0.0088 	0.0098 	: 
NETC,MWH20000-69999,NAT,SK	0.0219 	0.0253 	0.0512 	0.0488 	0.0464 	0.0496 	0.0499 	0.0472 	0.0395 	0.0348 	0.9300 	1.0700 
NETC,MWH20000-69999,NAT,TR	0.0268 	0.0116 	0.0298 	0.0115 	0.0266 	0.0221 	0.0132 	0.0263 	0.0072 	0.0045 	0.0068 	: 
NETC,MWH20000-69999,NAT,UK	0.0219 	0.0257 	0.0182 	0.0193 	0.0264 	0.0243 	0.0164 	0.0145 	0.0150 	0.0172 	0.0179 	0.0223 
NETC,MWH20000-69999,NAT,XK	: c	: c	0.0073 	0.0092 	0.0083 	0.0015 	: 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,PPS,AT	0.0165 	0.0153 	0.0131 	0.0117 	0.0111 	0.0120 	0.0120 	0.0116 	0.0119 	0.0122 	0.0105 	: 
NETC,MWH20000-69999,PPS,BA	0.0307 	0.0178 	0.0285 	0.0290 	: 	0.0213 	0.0221 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,PPS,BE	0.0112 	0.0087 	0.0190 	0.0173 	0.0128 	0.0131 	0.0092 	0.0151 	0.0093 	0.0085 	0.0099 	0.0102 
NETC,MWH20000-69999,PPS,BG	0.0160 	0.0163 	0.0157 	0.0125 	0.0108 	0.0172 	0.0238 	0.0167 	0.0176 	0.0183 	0.0275 	0.0196 
NETC,MWH20000-69999,PPS,CY	0.0228 	0.0221 d	0.0258 	0.0252 	0.0262 	0.0254 	0.0250 	0.0238 	0.0180 	: 	: 	: 
NETC,MWH20000-69999,PPS,CZ	0.0244 	0.0305 	0.0485 	0.0564 	0.0568 	0.0641 	0.0535 	0.0476 	0.0242 	0.0308 	0.0268 	0.0256 
NETC,MWH20000-69999,PPS,DE	0.0172 	0.0216 	0.0213 	0.0197 	0.0161 	0.0157 	0.0165 	0.0153 	0.0139 	0.0134 	0.0136 	0.0166 
NETC,MWH20000-69999,PPS,DK	0.0098 	0.0113 	0.0120 	0.0106 	0.0110 	0.0114 	0.0116 	0.0115 	0.0107 	0.0116 	0.0094 	0.0217 
NETC,MWH20000-69999,PPS,EE	0.0247 	0.0278 	0.0305 	0.0287 	0.0303 	0.0320 	0.0345 	0.0333 	0.0245 	0.0164 	0.0180 	0.0167 
NETC,MWH20000-69999,PPS,EL	0.0072 	0.0232 	0.0075 	0.0090 	0.0082 	0.0090 	0.0103 	0.0088 	0.0119 	0.0095 	: 	: 
NETC,MWH20000-69999,PPS,ES	0.0055 d	0.0058 d	0.0068 	0.0060 	0.0059 	0.0050 	0.0138 	0.0166 	0.0154 	0.0166 	0.0162 	: 
NETC,MWH20000-69999,PPS,FI	0.0072 	0.0059 	0.0053 	0.0048 	0.0047 	0.0048 	0.0048 	0.0043 	0.0042 	0.0037 	0.0048 	0.0035 
NETC,MWH20000-69999,PPS,FR	0.0129 	0.0131 	0.0135 	0.0137 	0.0137 	0.0132 	0.0127 	: 	: 	: 	: 	: 
NETC,MWH20000-69999,PPS,HR	0.0317 	0.0320 	0.0326 	0.0314 	0.0282 	0.0243 	0.0248 	0.0222 	0.0259 	0.0176 	0.0184 	0.0211 
NETC,MWH20000-69999,PPS,HU	0.0238 	0.0306 	0.0352 	0.0391 	0.0409 	0.0440 	0.0398 	: 	0.0263 	0.0279 	0.0233 	0.0288 
NETC,MWH20000-69999,PPS,IE	0.0157 	0.0140 	0.0185 	0.0151 	0.0120 	0.0145 	0.0130 	0.0092 	0.0112 	0.0092 	: 	: 
NETC,MWH20000-69999,PPS,IT	0.0089 d	0.0085 d	0.0096 d	0.0103 	0.0106 	0.0095 	0.0098 	0.0114 	0.0113 	0.0107 	0.0107 	: 
NETC,MWH20000-69999,PPS,LT	0.0271 	0.0280 	0.0311 	0.0277 	0.0511 	: 	0.1113 	: 	0.0607 	0.0398 	0.0464 	0.0413 
NETC,MWH20000-69999,PPS,LU	0.0052 	0.0038 	0.0082 	0.0076 	0.0070 	0.0070 	0.0065 	0.0065 	0.0083 	0.0048 	: 	: 
NETC,MWH20000-69999,PPS,LV	0.0236 	0.0476 	0.0493 	0.0388 	0.0408 	0.0463 	0.0412 	0.0495 	0.0354 	0.0318 	0.0206 	0.0187 
NETC,MWH20000-69999,PPS,ME	0.0178 	: 	0.0276 	0.0251 	0.0251 	0.0399 	0.0375 	: c	: 	: 	: 	: 
